Distance host 0(m),Distance host 1(m),Distance host 2(m),Distance host 3(m),Distance host 4(m),Distance host 5(m),Distance host 6(m),Distance host 7(m),Distance host 8(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
2.86796,4.31746,6.49036,2.70038,2.49098,5.55396,8.40153,4.2608,1.70402,100.563,96.6307,100.644,96.4692,
2.69693,1.57196,4.60241,2.97274,4.48025,3.1784,5.64314,6.75807,8.69893,100.691,96.3048,100.753,96.1937,
2.97304,8.87326,4.88752,3.26009,3.43038,5.73398,4.77674,6.99671,1.34457,100.801,96.1279,100.857,95.9506,
3.63528,5.81028,1.25598,4.99934,3.54969,7.20851,9.19958,5.25521,3.36757,100.901,95.8731,100.998,95.6461,
1.18478,5.47736,9.46415,3.97945,3.60575,5.33721,3.90824,7.52269,5.96587,101.02,95.5934,101.119,95.4043,
7.68128,4.11345,3.83809,6.04352,4.24041,5.58963,5.80728,1.21746,9.79077,101.125,95.241,101.247,95.164,
9.94022,6.1375,4.46121,5.82317,1.29675,7.99711,4.45507,6.09628,4.18076,101.305,95.1677,101.394,94.907,
1.40962,6.2871,4.72788,4.69475,6.09628,4.40455,6.282,10.3117,8.32449,101.533,94.7887,101.563,94.6317,
4.65593,4.99619,5.03217,6.63441,8.56042,6.41466,1.68963,6.4274,10.6212,101.6,94.4525,101.724,94.3864,
6.62272,8.80266,4.95692,1.89814,10.8394,5.35669,6.97737,6.56905,5.4144,101.768,94.3656,101.922,94.1061,
6.66499,9.13872,5.61706,6.97602,2.20587,5.32881,5.7028,11.1941,7.33592,101.998,93.9274,102.112,93.8535,
6.80109,7.51685,5.89212,7.25168,2.47239,9.48618,5.9897,5.6292,11.4701,102.187,93.6858,102.292,93.6288,
7.47712,6.9393,2.71822,5.84805,7.82998,6.26027,6.20241,11.7021,9.81221,102.427,93.5323,102.463,93.4277,
7.05936,2.96495,10.0012,6.41826,6.52079,11.926,7.80135,6.15909,8.1563,102.55,93.2646,102.672,93.1956,
8.32958,6.77531,6.37719,6.69092,10.3386,12.1873,7.24404,8.08225,3.36037,102.715,93.1671,102.86,92.9983,
12.358,8.5898,10.5869,6.64145,3.57607,7.3701,6.97332,8.33558,7.14151,102.924,93.0606,103.078,92.7833,
3.82026,10.8757,8.53449,12.6578,7.36845,7.51505,6.96283,7.26577,8.97998,103.14,92.6463,103.3,92.5764,
7.16144,7.46198,11.2061,9.19763,7.67259,12.9476,8.85842,4.23202,7.69267,103.321,92.5027,103.531,92.3744,
11.4731,4.44487,9.07487,7.80525,7.95934,7.77602,13.2113,7.53348,9.54524,103.587,92.1928,103.775,92.174,
4.74257,7.7276,9.73396,8.2299,7.96009,9.36761,8.04778,11.8761,13.4785,103.879,92.024,103.986,92.0107,
9.54164,9.96495,13.6325,8.0878,8.00446,8.50796,12.1342,5.10577,8.30905,104.039,92.0518,104.211,91.8459,
5.29164,8.71856,13.8569,12.3712,9.82375,8.23995,10.2752,8.54813,8.32329,104.212,91.8683,104.479,91.6625,
10.0424,5.61706,8.3762,9.0317,14.1253,12.7173,10.5587,8.57541,8.83069,104.515,91.6441,104.732,91.4999,
10.7504,8.76203,9.00637,5.96062,14.3747,10.3623,8.56177,9.37781,13.0701,104.947,91.4511,104.991,91.3447,
13.252,14.5755,11.0453,9.29761,6.29579,8.72066,10.6452,9.67205,9.15131,104.938,91.4428,105.318,91.1636,
14.843,9.34693,10.8748,11.3687,8.88075,9.95251,9.61764,13.7017,6.69017,105.444,91.2041,105.556,91.0416,
9.76574,9.56908,15.0569,13.9021,9.01206,11.6143,6.92026,11.1401,10.2198,105.657,91.1019,105.789,90.9297,
9.78957,11.293,14.1537,10.0222,11.8324,9.15431,7.18797,15.3073,10.4617,105.889,90.9385,106.039,90.8178,
15.4342,10.6146,10.2313,11.5281,12.0566,14.4501,9.29492,7.46588,10.1051,106.091,90.9216,106.287,90.7147,
11.7069,15.6366,10.261,7.67604,9.41468,10.9054,10.4989,12.3254,14.7598,106.526,90.7194,106.568,90.6073,
7.92426,11.1088,15.8716,14.9821,9.57477,10.5629,12.5707,12.0365,10.7756,106.561,90.5624,106.884,90.4978,
10.9366,16.1002,9.72677,15.3038,8.32883,12.2716,11.4837,10.8657,12.8662,107.05,90.4139,107.205,90.3986,
11.0345,13.0381,15.5882,12.4889,16.3427,8.64811,11.7457,11.2789,9.92748,107.219,90.3915,107.515,90.3137,
12.6955,15.8781,11.4758,13.3162,11.9978,10.06,16.5773,8.98823,11.393,107.518,90.3797,107.812,90.2424,
16.7184,12.93,10.1826,11.5678,11.7198,12.2545,16.208,13.607,9.30661,107.965,90.3513,108.137,90.175,
10.3231,13.1636,11.809,16.9498,11.9631,12.5153,13.82,16.5057,9.57867,108.303,90.2401,108.392,90.1301,
13.3415,12.0016,9.74925,12.7054,16.707,17.1324,10.4864,12.2046,14.0571,108.527,89.9755,108.703,90.0844,
17.2812,12.3574,12.2486,12.9543,16.978,10.0769,10.632,14.2599,13.6367,108.732,90.0416,108.962,90.054,
10.261,17.1847,14.4136,17.4722,13.1837,12.4879,13.8108,12.6186,10.7774,108.968,90.0085,109.268,90.0268,
12.7703,13.9742,17.4613,10.8823,14.6622,17.6747,13.4517,10.6479,12.7602,109.301,90.132,109.578,90.0089,
14.1647,12.8951,12.9987,17.8228,13.6496,11.0327,17.7639,10.9115,14.9099,109.764,89.9751,109.858,90.001,
13.1868,17.9741,11.1061,11.149,13.1386,15.0814,13.8952,14.428,18.034,110.106,90.0037,110.16,90.0013,
11.2653,18.1973,14.0816,11.3872,15.2791,14.6018,18.1763,13.3941,13.4829,110.123,90.012,110.477,90.0114,
14.7643,14.3064,13.5674,18.3304,15.5017,13.6627,11.4447,18.5299,11.7355,110.62,90.1208,110.771,90.0297,
14.5134,13.8191,13.7662,11.5525,15.6941,18.4997,18.7573,15.0253,12.0058,110.918,90.1556,111.092,90.0598,
14.0216,18.6293,18.9596,15.8944,12.2161,15.1918,14.0232,11.7177,14.8303,111.184,90.2032,111.393,90.0975,
18.7709,12.4435,19.1993,16.0933,11.825,15.38,14.2313,15.028,14.2947,111.374,90.1701,111.688,90.1434,
15.1649,19.4143,14.3896,16.2763,18.9416,11.9508,14.4588,15.5681,12.771,111.697,90.2651,111.952,90.1924,
16.4213,14.5657,12.0535,12.9621,19.0795,14.6356,15.4227,15.7463,19.7121,112.218,90.2031,112.278,90.263,
16.616,15.5769,19.2026,15.8881,19.8942,14.8366,13.2685,12.2143,14.846,112.274,90.448,112.594,90.3423,
19.3366,16.829,15.0088,15.8352,13.5172,15.029,12.3395,20.1828,16.1278,112.703,90.3459,112.928,90.4382,
12.4384,13.7561,16.2621,20.3781,16.0669,19.5229,15.251,17.1107,15.3058,112.907,90.4736,113.36,90.5812,
15.4586,19.6715,16.3179,16.4998,14.1313,20.6954,17.3165,12.6369,15.5089,113.377,90.652,113.607,90.6731,
15.5978,16.6239,15.6381,12.7194,17.453,14.3665,16.5306,20.9107,19.8196,113.792,90.6305,113.91,90.7961,
17.5953,16.6746,12.8308,15.8049,14.5964,19.9191,15.8592,16.8378,21.1327,114.149,90.8138,114.193,90.9217,
16.939,14.8021,15.9695,12.9494,16.8888,16.0304,20.0345,17.8155,21.3311,114.423,90.8928,114.479,91.0591,
20.108,21.4575,17.1006,13.0527,17.0681,16.1996,16.1614,15.1041,17.9775,114.563,91.1015,114.744,91.197,
18.0655,13.1456,17.2411,20.2182,16.2969,21.681,16.3687,15.3318,17.274,114.909,91.3951,115.017,91.3494,
18.2185,13.2501,16.4435,20.3159,16.5175,15.5263,17.4085,21.8813,17.4361,115.196,91.4708,115.251,91.4895,
21.9836,16.6412,17.5433,13.3483,16.5926,20.4049,18.3855,17.5364,15.7532,115.259,91.6467,115.494,91.6447,
15.8776,16.7851,20.4724,13.4373,17.7122,17.6495,18.5171,22.2086,16.7648,115.562,91.6808,115.761,91.8259,
18.6158,17.8471,17.759,16.9525,16.1324,13.5412,16.8869,20.5715,22.3837,115.936,91.8588,115.976,91.9817,
17.0652,16.2915,17.869,16.9933,18.7553,22.5096,18.0171,13.6299,20.6418,116.054,91.9754,116.194,92.1492,
16.4704,17.203,22.6363,17.9832,18.1413,17.1283,20.7001,18.8874,13.7164,116.21,92.1352,116.432,92.3433,
13.7653,16.6755,18.0908,18.2777,17.2519,20.7654,17.3772,19.0121,22.841,116.646,92.3464,116.685,92.563,
17.3628,16.8824,18.2067,13.8666,18.432,17.5062,19.1235,22.9797,20.8345,116.795,92.566,116.877,92.7399,
13.9282,17.4824,23.0819,18.5516,19.2168,20.8792,17.6368,18.3347,17.1391,116.939,92.9536,117.129,92.9875,
17.7438,14.0226,17.6236,17.2934,23.2549,20.9381,18.7198,18.4432,19.3588,117.243,92.9811,117.321,93.1876,
18.801,17.4442,17.7269,20.9775,17.8798,18.5249,14.1081,19.4519,23.4052,117.496,93.1995,117.528,93.4177,
17.9688,14.159,18.599,19.5244,23.4997,18.9464,21.0217,17.6641,17.8618,117.553,93.5241,117.695,93.6135,
14.2169,17.7792,18.681,19.0482,18.097,19.6237,23.6298,21.0586,17.9645,117.757,93.6653,117.9,93.8695,
18.0304,17.9609,18.1997,19.1644,23.7385,19.7132,21.0894,18.7871,14.3118,117.913,93.8831,118.062,94.0835,
18.8375,19.2569,18.2974,19.7848,21.1136,18.1454,18.1607,23.8654,14.3771,118.09,94.197,118.276,94.3875,
19.8711,18.9313,14.4259,18.4266,18.2532,19.4044,23.9864,21.1429,18.3675,118.363,94.5633,118.441,94.638,
24.0594,18.5119,18.4777,19.9575,19.0139,21.1582,18.3489,19.5124,14.4999,118.445,94.6929,118.608,94.9108,
18.4097,18.605,20.0258,24.1699,18.646,14.5438,21.1704,19.6114,19.0938,118.621,94.9335,118.76,95.1763,
19.6677,20.0895,24.2583,18.7005,21.1773,19.1423,18.5105,14.5988,18.8214,118.763,95.3266,118.881,95.4036,
24.3265,18.9144,19.7604,14.6381,21.1799,20.1616,18.7946,18.5897,19.2067,118.856,95.432,119.036,95.716,
19.2432,18.8596,19.0761,21.1779,24.437,19.859,20.2235,18.6687,14.6985,119.042,95.7722,119.171,96.0129,
18.9371,19.218,20.2703,19.9345,19.3056,14.7352,24.5263,18.7387,21.1668,119.216,96.0919,119.293,96.3073,
19.3431,20.3186,18.7883,19.0214,19.3753,21.1561,14.7765,24.6002,20.0264,119.365,96.4229,119.391,96.5633,
20.3537,19.3789,14.8021,24.6464,19.4895,20.0776,18.8504,21.1379,19.0951,119.399,96.6888,119.489,96.8428,
14.8307,20.3934,24.7004,19.6001,19.418,19.1432,21.1184,18.9037,20.145,119.526,96.9422,119.568,97.093,
19.4417,20.1837,21.0967,20.4306,14.8663,19.2026,19.7389,24.7681,18.9575,119.602,97.2373,119.668,97.4457,
19.2468,24.8059,19.8394,14.8944,18.9968,21.0588,20.4652,20.2589,19.4811,119.671,97.4931,119.733,97.7051,
19.0275,19.2933,19.9398,20.4839,24.8511,19.4984,20.3036,21.0181,14.9229,119.731,97.7905,119.806,98.0394,
19.0698,19.5138,20.3436,20.0618,19.3486,14.9412,24.8957,20.9753,20.5088,119.836,98.1131,119.855,98.3023,
20.5173,24.9192,20.9413,20.1609,14.9575,20.3884,19.3945,19.1152,19.5301,119.858,98.402,119.921,98.7447,
20.5316,19.5372,14.9763,20.4331,20.2986,19.4358,24.961,19.1485,20.8509,119.936,98.88,119.955,99.0479,
20.5352,20.4581,14.9866,19.168,20.7989,19.4661,20.4037,19.5384,24.9819,119.978,99.183,119.985,99.4506,
20.7344,14.9958,19.5348,20.5322,19.4945,24.994,20.4962,20.5154,19.1921,119.996,99.5468,119.998,99.7847,
20.51,20.653,24.9991,20.5232,20.586,14.9997,19.2025,19.5222,19.5156,119.995,99.8679,120,100.08,
20.5125,19.5244,20.5238,24.9989,19.2083,14.9991,20.6633,20.5614,19.5067,120.002,100.211,119.993,100.386,
20.5093,19.2106,20.4943,24.9928,19.5348,20.5328,14.995,20.7381,19.4865,120.003,100.496,119.974,100.716,
19.2092,20.4721,24.9823,20.5355,19.4676,20.3976,14.9878,19.5388,20.8078,119.976,100.853,119.946,101.042,
14.9806,24.9642,19.2014,20.439,20.3081,19.5378,19.433,20.8668,20.5311,119.933,101.139,119.906,101.37,
24.9408,14.9665,20.526,20.404,19.1881,19.4014,20.2002,19.5306,20.9221,119.904,101.482,119.866,101.633,
19.5253,19.3763,19.1759,20.3721,20.5151,24.9102,20.9591,14.9484,20.1065,119.851,101.769,119.82,101.888,
20.5039,20.9895,19.5117,19.1561,24.8789,20.0209,14.9307,20.3243,19.3233,119.809,102.009,119.753,102.207,
19.9432,24.8472,21.0337,20.48,19.4915,20.2822,19.2827,19.1272,14.9061,119.758,102.239,119.684,102.493,
21.0664,24.7988,19.469,19.236,19.0998,19.7942,20.224,20.4466,14.8788,119.667,102.6,119.593,102.825,
19.7049,19.0701,19.4403,19.1795,20.4196,14.8538,21.1081,20.161,24.7263,119.506,102.87,119.498,103.128,
20.121,19.4093,20.3869,21.1289,19.0268,14.8222,24.6771,19.1091,19.5357,119.466,103.268,119.414,103.372,
19.0717,20.0605,18.9931,20.3501,21.1477,19.4399,14.79,24.6188,19.3631,119.379,103.436,119.305,103.662,
19.3372,24.5678,18.9427,19.3099,21.1644,18.9788,19.9644,14.7445,20.287,119.277,103.728,119.167,103.995,
21.1733,24.4875,19.9029,18.8863,14.7098,20.2439,19.1482,18.8995,19.2693,119.175,104.062,119.06,104.232,
24.4203,21.179,18.8388,19.235,18.8405,20.1948,14.6663,19.8133,19.0089,119.056,104.395,118.94,104.481,
18.783,21.18,14.6335,20.1459,18.9024,18.7756,24.3217,19.7311,19.169,118.882,104.534,118.793,104.764,
20.0895,19.6682,24.2465,18.7133,21.1752,18.7391,19.1137,14.5678,18.6567,118.812,104.909,118.64,105.035,
18.6561,21.1679,19.0635,19.5666,20.0096,14.5224,18.5795,24.1309,18.5705,118.568,105.188,118.501,105.266,
19.4922,18.5155,21.1553,14.4779,18.4558,24.0492,19.9372,18.9869,18.5648,118.471,105.315,118.352,105.499,
18.9473,23.9782,18.3325,18.5156,19.387,14.4229,19.8705,21.1351,18.4002,118.368,105.59,118.204,105.718,
18.2074,14.3822,18.341,18.4471,19.8085,19.2916,23.8611,21.1153,18.8559,118.14,105.686,118.052,105.93,
18.3857,18.2545,18.8082,23.7783,14.3199,19.1974,18.0175,19.7236,21.0902,118.005,105.975,117.891,106.142,
18.7436,17.9009,18.2999,14.264,23.6674,18.1382,19.6481,19.0857,21.0616,117.826,106.176,117.717,106.36,
18.0641,21.0414,19.5823,23.5608,18.6466,18.2044,18.9833,14.1899,17.68,117.684,106.549,117.516,106.596,
23.4499,14.1378,18.5628,18.877,17.5338,19.4655,20.9897,17.9002,18.088,117.551,106.636,117.305,106.829,
17.3896,14.0646,18.4681,20.9523,18.0094,17.7921,18.7301,19.3515,23.2589,117.118,106.837,117.089,107.053,
19.2798,18.3683,20.9024,13.9784,17.671,17.1531,18.5987,23.1318,17.8861,117.026,107.124,116.9,107.238,
18.5152,19.1777,17.569,18.2676,23.0236,16.9769,13.8954,20.8387,17.7807,116.914,107.265,116.665,107.455,
16.8209,13.83,19.0502,18.1523,20.7842,17.6809,17.397,18.3172,22.8286,116.454,107.472,116.412,107.674,
17.2953,18.0442,22.7193,18.2,20.7185,18.909,13.7194,17.5436,16.528,116.395,107.86,116.174,107.867,
16.4025,20.656,17.4526,18.7866,22.5358,18.0286,13.6283,17.8849,17.0888,116.147,107.969,115.921,108.059,
20.584,17.7921,18.6523,17.8768,16.9609,17.2958,22.3411,13.5241,16.0929,115.813,108.25,115.64,108.257,
17.6611,16.8233,13.449,18.5057,22.1794,20.4748,17.6908,17.1481,15.8725,115.548,108.416,115.396,108.419,
22.0445,16.6757,20.4051,13.3531,17.514,17.5445,15.6878,18.3421,17.0042,115.438,108.464,115.124,108.587,
16.5244,15.5165,17.3856,20.3085,21.8273,16.8848,17.3604,13.2297,18.1874,115.007,108.51,114.852,108.744,
16.3625,17.2582,18.0907,13.1537,16.7584,15.2473,21.6261,20.1958,17.1765,114.675,108.854,114.598,108.88,
17.0745,16.1912,17.9402,15.05,17.0981,21.4472,20.1023,16.5857,13.0204,114.577,108.869,114.315,109.021,
20.0291,16.0211,16.9638,21.2754,12.9392,16.8563,16.4484,14.7784,17.7425,114.205,109.06,114.073,109.133,
21.1295,19.9305,12.8517,17.6339,15.8413,16.3167,14.5783,16.7941,16.6686,114.018,109.306,113.811,109.246,
16.5655,12.7559,14.4055,15.688,19.8101,17.4704,16.1675,20.8781,16.6466,113.697,109.176,113.562,109.344,
19.7314,16.066,14.2021,20.739,16.5398,17.3294,16.3577,12.6259,15.4846,113.569,109.479,113.282,109.446,
17.1982,16.4025,19.6028,15.8915,20.5238,16.1768,15.3317,12.518,13.9003,113.227,109.588,113.029,109.53,
19.5069,17.041,13.754,16.0251,12.4324,20.3306,15.1702,16.2183,15.7126,113.007,109.538,112.78,109.606,
20.184,15.0427,12.3375,15.8496,16.8612,13.5036,19.3591,15.5666,16.0596,112.794,109.547,112.515,109.679,
15.4598,15.9536,12.2258,19.9438,13.2724,16.6784,14.8099,15.6066,19.2076,112.394,109.596,112.155,109.765,
15.7598,14.6383,19.7003,13.0012,15.2259,16.4709,15.3991,12.0568,19.0631,112.122,109.686,111.893,109.819,
15.0931,18.9784,11.9715,15.237,19.4726,14.4229,15.5466,12.7158,16.2678,111.728,109.831,111.6,109.871,
15.4201,16.1438,18.824,14.2273,11.8277,14.8612,12.458,14.9652,19.1716,111.306,109.981,111.239,109.923,
12.2519,18.6648,15.9136,14.7826,18.9719,11.679,14.6438,13.9591,15.1338,111.233,109.842,110.949,109.955,
18.7841,11.5822,15.7219,14.493,14.9886,13.7804,11.9209,14.5272,18.4563,110.929,109.849,110.644,109.979,
14.377,13.6076,14.3046,18.3404,11.681,15.4868,14.7814,11.4119,18.4473,110.425,109.976,110.377,109.993,
15.3528,18.2119,11.3242,14.1501,14.6282,13.3826,18.2527,11.4098,14.0813,110.322,110.044,110.112,109.999,
13.9661,11.2053,15.1242,13.1832,14.4284,13.9011,11.1481,17.985,17.9901,109.885,109.904,109.763,109.997,
13.738,13.6972,14.2329,11.0385,14.8806,17.742,12.9212,10.8489,17.8122,109.641,109.906,109.484,109.987,
17.5657,13.4881,17.7015,14.6946,13.5092,12.7215,14.005,10.5828,10.8742,109.483,110.055,109.174,109.966,
13.2481,12.53,13.3151,10.7669,13.8116,17.2333,10.3207,14.4209,17.4548,109.044,109.831,108.848,109.933,
10.1099,12.9941,16.9976,13.6053,13.0811,10.6107,14.2076,12.2183,17.2622,108.819,109.767,108.535,109.892,
16.7419,12.0538,12.8744,17.1231,9.7533,12.688,13.3451,10.4407,13.9339,108.476,109.789,108.232,109.843,
10.3427,16.9416,12.4724,9.47884,16.4112,13.1344,13.7288,12.5988,11.7355,108.159,109.912,107.96,109.79,
12.4754,12.2648,16.7621,10.1955,9.21517,13.5274,12.9238,11.5261,16.1011,107.699,109.798,107.656,109.721,
10.0622,8.9521,12.7364,15.8945,16.5379,11.3077,12.1821,13.2672,11.9244,107.518,109.743,107.397,109.655,
15.6889,9.92823,11.7702,16.3708,13.0916,12.5105,11.9857,8.62578,11.0647,107.416,109.734,107.14,109.582,
15.4419,12.3504,12.9023,11.5339,11.8052,8.39479,16.1645,9.76034,10.8498,107.192,109.623,106.888,109.503,
9.6734,11.6307,8.1605,15.1406,15.9885,11.2581,12.6157,10.6115,12.0461,106.817,109.379,106.567,109.392,
11.3875,11.8814,7.84212,10.3946,14.8072,12.3639,15.7274,10.9451,9.44151,106.531,109.314,106.261,109.275,
11.6393,10.7518,11.1067,15.5369,14.5094,12.1002,9.30121,7.4431,10.0613,106.233,109.379,105.975,109.154,
9.19478,15.3383,11.8892,7.21481,11.3578,10.8272,9.83754,14.17,10.3824,105.773,109.243,105.694,109.025,
9.64747,11.6349,10.6171,6.90482,10.1708,13.9009,11.0853,8.99153,15.0371,105.616,108.882,105.454,108.907,
6.67608,10.919,13.6461,11.3539,8.85962,10.3397,9.86857,9.30061,14.8015,105.382,108.715,105.141,108.74,
11.116,9.64897,9.09375,6.29174,13.3093,14.5975,8.68199,10.0501,10.5359,105.145,108.586,104.863,108.58,
8.57062,13.0399,14.3861,10.7993,5.94279,9.28847,10.2953,8.73071,9.76409,104.908,108.549,104.58,108.404,
8.39973,14.1309,9.57762,12.6748,9.01416,8.48712,10.0372,5.58348,10.4499,104.453,108.349,104.356,108.255,
9.88131,13.9203,12.4237,8.27457,8.76623,5.34365,9.3111,8.22046,10.2145,104.279,108.185,104.138,108.102,
9.15626,9.64477,5.11971,8.03983,10.0165,13.6487,8.08345,8.46179,12.0347,103.885,108.022,103.852,107.887,
7.96054,13.4243,9.73471,8.20607,9.312,7.70467,8.79246,11.7427,4.68755,103.736,107.895,103.65,107.725,
7.99891,8.62698,9.49952,7.81304,13.1792,7.47098,4.45716,11.4859,9.04279,103.578,107.634,103.454,107.56,
8.89949,12.9872,9.25204,7.67993,11.2527,4.19784,7.66539,8.32434,7.18797,103.407,107.609,103.249,107.377,
12.7658,7.55807,8.63387,10.9901,3.93583,8.09859,8.93756,7.3722,6.92161,103.203,107.428,103.024,107.165,
7.91407,8.39059,3.67561,7.16249,6.7188,8.68993,10.6573,7.37774,12.4274,102.947,107.014,102.841,106.982,
8.49552,7.6597,8.13337,7.27072,10.4083,3.35977,12.1972,6.82522,6.38963,102.8,106.963,102.611,106.739,
8.18598,10.121,3.08067,7.82863,6.56456,6.15099,11.9289,7.09009,7.28765,102.651,106.63,102.431,106.535,
5.94818,2.81025,6.30224,7.87045,6.97197,9.77368,7.52584,7.03103,11.6382,102.35,106.342,102.217,106.278,
9.5307,6.83032,5.99495,6.83317,7.26667,11.4022,2.4511,5.55695,7.5071,102.165,106.148,102.046,106.061,
11.2193,2.25279,5.71614,5.3417,6.53937,6.69302,9.17215,6.96913,7.22875,101.928,105.97,101.863,105.813,
2.01535,6.58959,7.02818,6.74953,5.05,5.38427,10.8702,6.22954,8.85227,101.729,105.711,101.693,105.567,
4.81692,5.13949,6.43879,1.71032,5.97936,6.67128,6.40926,8.55488,10.5346,101.586,105.357,101.499,105.267,
10.3472,6.17048,6.38378,5.68077,1.46179,6.27241,4.37442,4.67092,8.19408,101.334,105.259,101.315,104.957,
6.08174,4.14223,7.98692,1.28581,9.9657,4.37937,5.7779,5.30468,6.11756,101.315,104.883,101.167,104.688,
1.20022,4.11975,5.09093,5.72424,3.79447,5.49834,7.64171,9.63728,5.99945,101.139,104.573,101.033,104.426,
5.28474,5.44213,9.40614,1.19257,3.76764,4.75876,3.4623,7.32138,5.86379,101.017,104.362,100.85,104.035,
4.46076,4.87747,3.13943,5.76576,3.36742,1.33528,8.96409,6.99266,4.93413,100.751,103.899,100.732,103.754,
8.76443,3.1057,2.85297,1.48217,4.12125,5.65199,4.50543,6.72959,4.61366,100.633,103.669,100.609,103.435,
1.70492,8.41023,4.38042,2.72286,3.80452,5.54436,2.45095,4.17086,6.46053,100.529,103.389,100.512,103.157,
6.32877,3.98184,2.44781,8.10474,1.99152,4.0418,2.17694,3.49258,5.43958,100.517,103.085,100.409,102.831,
3.66541,3.75895,1.90938,7.76747,2.07666,3.20748,2.3108,5.35699,5.99825,100.334,102.754,100.326,102.534,
5.30857,2.97649,3.43982,5.85255,7.45794,2.57837,1.75259,3.28573,1.54738,100.31,102.463,100.261,102.27,
3.20808,2.7404,5.24472,2.79811,1.35866,7.19142,3.04814,1.48772,5.65334,100.213,102.198,100.202,102.001,
2.84953,1.28071,2.45545,6.92071,5.52188,1.07356,5.17502,3.14782,2.79002,100.164,101.875,100.144,101.691,
2.6064,0.861903,0.99696,6.62197,3.39455,2.14741,5.36404,5.1221,2.43926,100.14,101.595,100.099,101.4,
2.32009,6.3628,3.65132,2.24035,5.08733,0.609478,1.88405,0.720701,5.23842,100.069,101.358,100.065,101.134,
0.610977,5.0593,3.92039,0.488512,1.67359,1.95555,6.02538,1.95764,5.14983,100.049,101.045,100.038,100.867,
5.03561,5.10262,4.1824,1.46808,0.540676,5.7776,0.488961,1.68408,1.68873,100.027,100.785,100.018,100.602,
1.53374,5.01583,4.44877,5.53717,0.625667,0.612326,5.03681,1.42207,1.19647,100.02,100.538,100.004,100.29,
0.785456,1.21476,5.00788,1.03653,1.17609,0.843616,4.82651,5.16018,5.00174,100.002,100.17,100,100.006,
0.904324,5.03846,1.04538,1.05812,0.931605,5.00204,4.89291,5.00099,0.889035,100,99.9276,100.004,99.7349,
4.70989,0.80839,1.28731,1.2951,0.720101,5.01972,0.711707,5.00788,5.41395,100.007,99.604,100.016,99.4354,
0.795199,4.39781,1.55697,0.537228,1.59804,0.567057,5.06799,5.68691,5.02512,100.026,99.3507,100.035,99.1609,
1.80595,5.11266,0.878842,0.546372,5.92165,4.06504,1.86996,0.47607,5.04806,100.033,99.0745,100.063,98.8812,
2.06902,2.11384,5.06949,0.543674,5.21699,3.77604,6.25157,0.713656,1.10863,100.069,98.7683,100.106,98.5485,
0.86625,6.495,2.40494,5.33825,3.46725,0.781259,1.3041,5.1236,2.5322,100.129,98.4659,100.149,98.2816,
5.14998,2.69918,1.11343,2.6665,1.48862,0.99726,6.81878,3.17195,5.49235,100.19,98.1822,100.197,98.0247,
2.8822,1.34622,2.98129,5.20575,1.70912,7.06836,1.24444,5.62456,3.05608,100.239,97.9307,100.252,97.7698,
1.40318,1.89364,5.25566,7.29185,3.25739,2.69918,1.65395,3.21932,5.78629,100.306,97.7021,100.316,97.5055,
5.89287,7.54578,1.88015,2.16915,1.7298,3.56828,5.33661,2.39804,3.51357,100.295,97.3988,100.397,97.2108,
7.82054,3.68985,5.39477,2.18309,2.17979,3.85143,2.02225,2.48093,6.16643,100.465,97.18,100.473,96.9596,
3.93388,8.09455,6.30134,1.95839,5.47571,4.1238,2.27977,2.50522,2.73785,100.472,96.9282,100.559,96.7038,
2.44811,6.48616,1.75783,8.3714,4.23157,2.73591,2.94996,5.57434,4.46151,100.591,96.5884,100.677,96.3822,
2.79017,5.65514,3.23701,1.48472,8.74659,4.75666,6.84351,4.63149,3.16446,100.761,96.2983,100.804,96.0726,
3.37177,3.13118,1.30725,9.04654,3.57248,7.11228,5.10172,4.94343,5.80998,100.822,95.9803,100.946,95.7554,
3.44012,1.20037,7.35721,9.38141,3.8988,5.43224,3.81576,5.2741,5.93349,100.958,95.6637,101.094,95.4524,
3.77334,1.19227,6.02673,5.53612,4.1208,7.71441,5.78345,4.2569,9.78088,101.162,95.2493,101.262,95.1379,
6.02208,6.15039,5.83081,7.99127,4.14628,1.31174,4.4753,4.55145,10.07,101.299,94.9794,101.397,94.9024,
6.0642,4.37232,4.6991,4.75741,10.2746,1.46194,6.28935,6.38303,8.31459,101.517,94.824,101.541,94.6661,
6.36864,4.9797,1.61483,6.34736,10.5205,4.67436,5.01583,8.55743,6.65854,101.663,94.5587,101.688,94.4404,
6.48646,8.74375,5.23992,10.7627,4.92574,1.86111,6.65015,6.92311,5.33945,101.678,94.3913,101.87,94.1767,
7.13206,5.52682,5.2029,2.11144,6.6515,6.92371,11.1063,5.65034,9.1759,102.04,94.0645,102.073,93.9043,
6.77756,5.50584,11.3416,9.41108,5.91535,2.44676,7.54083,7.26457,5.93259,102.091,93.8752,102.263,93.6645,
6.91486,7.75338,6.11801,11.6212,2.71522,9.7434,5.85854,7.53438,6.2793,102.385,93.6643,102.461,93.4296,
6.37704,11.8718,2.97949,6.10198,6.51419,7.78306,8.11418,7.10493,10.0846,102.615,93.3861,102.646,93.2234,
6.61342,6.32292,10.2676,8.32509,8.00746,7.2169,6.79704,12.1717,3.31436,102.677,93.1918,102.827,93.0322,
