Distance host 0(m),Distance host 1(m),Distance host 2(m),Distance host 3(m),Distance host 4(m),Distance host 5(m),Distance host 6(m),Distance host 7(m),Distance host 8(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
15.6567,11.1356,16.3945,11.7992,8.7334,11.3326,9.95776,13.1813,12.6147,107.269,90.284,107.57,90.2996,
16.5511,11.4951,12.7515,8.97279,13.3564,15.9611,12.0518,10.0921,11.4194,107.623,90.3942,107.828,90.2388,
11.5447,10.1811,12.2284,12.9564,13.5619,9.2486,16.7762,11.7586,16.2392,108.039,90.1987,108.088,90.1845,
12.4183,9.44286,13.7395,16.9162,10.3235,11.9326,16.4475,13.1825,11.8298,108.147,90.2111,108.34,90.1388,
11.9554,9.69319,12.6566,13.342,13.9699,10.4617,17.1156,16.7163,12.1773,108.421,90.0847,108.647,90.0919,
12.3189,17.2646,10.5876,14.1899,13.5703,12.9431,12.2588,10.0622,16.9913,108.879,90.1588,108.925,90.0579,
10.6982,14.3655,13.1218,10.2577,17.1751,17.4574,13.7743,12.5797,12.4792,108.976,90.0928,109.183,90.0334,
10.474,13.3279,12.6259,13.9368,17.4128,10.8565,12.7688,17.6362,14.6332,109.307,89.8629,109.46,90.0146,
12.9086,14.7645,14.1144,10.7621,13.5827,10.9884,17.8045,17.7143,12.9314,109.592,90.0822,109.851,90.0011,
17.9253,13.1859,11.1365,15.0512,11.116,13.1365,18.0025,13.8922,14.4214,109.839,89.9123,110.113,90.0006,
11.2406,14.0292,15.2227,18.1733,13.3151,11.3617,18.1577,14.5993,13.4502,110.097,90.005,110.436,90.0095,
14.2568,13.5142,18.2906,14.7573,11.6345,15.4756,11.4219,18.4937,13.6641,110.494,90.0666,110.744,90.0278,
18.6732,13.8087,11.9188,11.5542,14.5563,13.7994,15.0063,18.5359,15.7655,110.861,89.7798,111.183,90.0702,
14.8153,18.6802,11.7259,15.238,14.1234,19.0707,14.1025,12.3528,16.0239,111.382,90.0523,111.539,90.1192,
11.8623,14.3242,15.0884,15.4554,18.8767,12.6211,19.3591,14.3425,16.2366,111.755,90.0684,111.841,90.171,
15.6073,14.4848,12.8362,14.5339,15.3101,19.5754,19.0298,16.4241,12.0466,111.858,90.1234,112.187,90.2421,
19.7775,16.5667,14.7134,15.8272,12.1479,14.7613,15.5589,19.1893,13.1862,112.183,90.3644,112.438,90.3017,
19.268,16.7289,14.9006,14.8938,20.0135,12.2597,16.0023,15.7463,13.4067,112.516,90.4346,112.698,90.3708,
16.8723,15.0614,15.0673,20.2128,15.9139,12.376,16.1674,19.4357,13.6507,112.771,90.5227,113.027,90.4693,
13.8114,15.2531,17.0945,16.1173,12.4974,16.3406,15.3085,20.4898,19.5793,113.178,90.3946,113.332,90.5716,
17.2612,15.4543,15.4586,16.4953,12.619,16.3373,19.6943,20.7121,14.1731,113.493,90.7189,113.633,90.6832,
15.612,16.6359,15.6456,19.7938,12.7299,16.522,20.9075,14.4032,17.5013,113.829,90.6859,113.919,90.8,
12.826,21.0691,16.8058,17.6251,15.8476,19.9212,14.6273,15.841,16.7385,114.016,90.9292,114.169,90.9106,
21.2373,12.9317,15.9926,20.0116,16.8818,14.8408,16.9772,17.8101,16.0119,114.131,91.0063,114.476,91.0575,
17.0333,20.1134,16.1305,16.181,17.9447,15.0956,17.1409,13.0819,21.5414,114.744,91.1416,114.789,91.2215,
21.6708,17.2435,17.2685,16.3209,16.3814,18.1267,13.187,15.3587,20.2573,114.79,91.205,115.029,91.3567,
17.3745,18.2308,17.4061,13.2667,20.3268,21.8789,16.4851,16.555,15.581,115.126,91.5378,115.312,91.5274,
15.7294,13.3629,17.5923,17.5528,16.7079,16.6437,22.089,20.4395,18.4528,115.516,91.4044,115.639,91.7416,
20.5114,17.6951,16.8764,16.8074,22.2821,17.8069,13.5048,18.5982,16.0864,115.72,91.9316,115.899,91.9252,
18.6928,17.9373,17.8308,13.5861,16.9569,16.2705,22.4766,17.0751,20.625,116.02,91.9296,116.159,92.1215,
18.086,17.0784,18.8352,13.6779,16.4639,20.6836,17.2052,17.9795,22.645,116.326,92.1551,116.363,92.2859,
18.2106,20.7294,13.7474,18.9446,17.2084,17.3181,22.7644,18.0781,16.6709,116.453,92.4333,116.564,92.4556,
18.3479,17.4253,17.3199,22.8952,19.0674,18.1782,20.806,16.8599,13.8531,116.601,92.5476,116.816,92.6829,
18.2644,17.5651,17.0125,13.9171,23.0512,17.467,19.1935,20.8672,18.5401,116.934,92.7618,117.012,92.8707,
17.5448,18.6146,23.1615,20.9047,13.9886,19.2837,18.3809,17.218,17.7143,117.017,93.0037,117.199,93.059,
17.7846,20.9454,18.4539,23.2927,17.3629,14.063,19.387,18.7705,17.7006,117.194,93.1665,117.422,93.2983,
17.5299,19.4723,17.9265,17.7898,14.14,23.4546,18.5789,18.9099,21.0104,117.51,93.3253,117.647,93.5565,
14.2018,21.0385,18.0547,18.6619,17.762,19.598,19.0329,23.6019,17.937,117.726,93.6677,117.842,93.7951,
18.1571,21.0736,19.6754,19.131,18.0177,17.9393,14.2868,23.719,18.7663,117.905,93.84,118.008,94.0109,
18.0845,19.2153,19.7493,14.3326,21.1027,18.2722,18.0899,23.817,18.8351,118.071,94.0511,118.161,94.2213,
19.303,18.8775,21.1231,23.8951,18.3584,18.1901,14.3948,19.841,18.2517,118.19,94.386,118.322,94.4549,
19.8963,18.3627,19.4201,18.9632,14.4512,21.1474,18.2905,24.0263,18.4827,118.381,94.5652,118.51,94.7479,
19.0275,18.55,14.5052,21.1622,18.5545,24.1207,18.381,19.5534,20.0086,118.606,94.7815,118.677,95.0297,
18.688,18.4498,21.1731,19.6297,14.5647,19.1089,20.068,18.6681,24.2319,118.783,95.0478,118.804,95.2577,
24.2815,19.7031,14.606,18.7315,18.8495,18.5377,19.1683,20.1314,21.1791,118.811,95.329,118.954,95.5478,
14.6515,18.8105,24.3796,18.6071,19.2198,20.1862,21.1796,19.8154,19.026,118.992,95.7055,119.072,95.792,
24.441,19.8633,18.6649,18.8845,19.1205,20.2352,14.7023,19.2726,21.1745,119.06,95.8555,119.195,96.0701,
19.9372,18.9527,19.3075,14.737,24.5296,19.2633,21.1671,18.7517,20.2955,119.246,96.1096,119.317,96.3675,
19.3739,20.3259,21.1556,20.0228,14.7805,19.3601,18.8138,24.6181,19.0574,119.344,96.4491,119.441,96.7042,
14.8148,24.6693,20.0987,19.5406,18.8712,19.4033,20.3836,19.123,21.1261,119.452,96.7893,119.537,96.9915,
24.7251,19.6529,20.1609,18.9217,20.4165,14.8535,21.1048,19.1791,19.4399,119.525,97.026,119.613,97.2458,
24.7741,20.443,18.9682,19.7818,21.0777,14.8826,19.2323,19.4669,20.2328,119.636,97.3861,119.703,97.5802,
20.4704,21.0484,19.2746,19.8969,24.8329,14.9081,20.2802,19.022,19.4912,119.717,97.6399,119.765,97.8429,
19.5024,20.316,19.9974,19.0533,20.4965,21.0018,24.8775,14.9327,19.3365,119.777,97.9755,119.843,98.2329,
20.1173,20.9567,14.9511,19.0965,20.3748,24.9173,19.3804,19.5262,20.5193,119.867,98.2772,119.897,98.5695,
20.5269,20.9026,19.1275,14.9692,20.245,19.4176,19.5351,24.9492,20.4216,119.929,98.661,119.937,98.8827,
19.4411,14.9803,20.3267,19.1537,19.5387,24.9685,20.4497,20.5344,20.8258,119.952,99.001,119.967,99.1839,
20.468,20.4091,19.1728,19.5387,24.9835,19.4741,20.535,20.7695,14.9919,119.958,99.2571,119.986,99.4769,
24.9923,19.5348,19.1888,20.7208,20.5314,14.9968,20.4965,19.4981,20.5214,119.987,99.6159,119.998,99.7812,
19.5099,20.51,20.5755,20.5238,19.5244,20.6439,19.202,24.9992,14.9995,119.994,99.8581,120,100.05,
19.2065,19.5153,14.9997,20.5884,24.9992,20.5236,20.653,20.5093,19.5262,119.998,100.134,119.994,100.349,
19.5324,20.5102,19.2106,20.5316,24.9934,20.492,20.7277,19.4901,14.995,119.997,100.45,119.977,100.683,
19.2095,20.7762,19.4729,20.4181,19.5387,20.5352,20.4682,24.9799,14.9884,119.97,100.74,119.954,100.962,
20.4515,20.3472,14.9827,20.5344,24.9672,19.4451,19.2023,20.8471,19.5381,119.95,101.022,119.925,101.224,
19.1968,14.9733,20.8846,19.4201,20.2523,20.415,19.534,24.9424,20.5268,119.894,101.301,119.879,101.548,
20.1649,20.938,19.527,19.382,20.3796,19.1777,24.9161,14.9515,20.5146,119.858,101.585,119.826,101.859,
19.3461,20.9855,14.9378,24.8862,19.5123,20.5016,20.0326,20.3312,19.1543,119.813,101.95,119.771,102.13,
19.3066,14.9198,19.4976,20.4838,19.939,20.2909,19.1329,21.0361,24.838,119.701,102.245,119.693,102.459,
19.2543,14.8937,24.8066,19.1082,19.8256,20.239,20.455,21.0714,19.4676,119.683,102.528,119.624,102.718,
19.4535,24.7657,19.0813,20.1937,21.0955,19.1938,14.8625,19.6992,20.4232,119.603,102.825,119.533,103.02,
19.0458,24.7077,20.1347,20.3968,19.5953,19.414,19.1305,14.8294,21.1264,119.529,103.117,119.442,103.294,
19.0086,21.1402,19.4913,14.8044,24.645,20.0672,19.0707,19.3762,20.3483,119.392,103.329,119.33,103.6,
20.0098,19.3606,19.0115,19.3405,14.7628,18.9493,24.5624,20.3021,21.1638,119.271,103.684,119.19,103.942,
19.2918,20.2586,21.1734,24.4852,14.7123,19.8969,18.906,18.8787,19.1405,119.156,104.135,119.051,104.252,
18.8499,19.2363,19.8263,19.0328,14.6676,21.1796,20.1889,24.3908,18.8199,119.013,104.296,118.933,104.494,
24.3439,18.7754,19.7535,20.1453,18.7759,21.1796,14.6212,19.1716,18.8667,118.943,104.678,118.792,104.765,
21.177,14.5864,18.7709,18.6831,18.7136,19.653,20.0731,19.1133,24.2211,118.674,104.803,118.649,105.02,
24.1646,19.0689,19.5749,20.0156,14.527,18.587,18.59,18.6372,21.164,118.647,105.086,118.495,105.276,
18.5207,19.0064,19.4844,24.0592,14.4755,18.451,21.1523,19.935,18.566,118.492,105.323,118.355,105.495,
21.1412,23.9759,18.5179,18.3217,18.4166,14.4215,19.3754,18.9229,19.8618,118.311,105.525,118.2,105.723,
21.122,18.1872,19.81,14.3721,19.2888,23.8575,18.4294,18.3086,18.8484,118.156,105.74,118.027,105.964,
18.2425,19.1998,18.3654,18.7922,14.3098,23.7404,19.7061,17.9654,21.0819,117.934,106.02,117.82,106.233,
23.6406,17.8333,19.065,18.1037,18.2478,19.6055,14.2214,21.0453,18.666,117.858,106.183,117.594,106.506,
18.1667,18.9344,17.978,14.1583,23.4758,18.5861,17.592,19.4979,21.0035,117.527,106.544,117.414,106.711,
19.4385,14.0991,17.8696,18.8112,17.4437,23.3511,20.9678,18.0423,18.4815,117.362,106.712,117.197,106.943,
18.4225,17.9703,14.0201,23.2249,17.2538,20.921,18.6592,17.7108,19.2883,117.091,106.959,116.981,107.16,
20.8819,23.1014,18.3145,17.6112,18.5417,19.195,17.8339,17.0263,13.9098,116.987,107.3,116.714,107.411,
18.1934,22.922,13.8425,18.378,17.4421,19.0583,20.7923,16.7957,17.689,116.736,107.485,116.48,107.617,
18.0773,18.2481,13.7584,16.6275,17.3001,22.7309,20.7256,17.5717,18.9136,116.332,107.591,116.221,107.829,
20.6764,17.4876,13.6687,17.1657,18.0772,16.4082,17.9268,18.7998,22.5525,116.056,107.904,116.015,107.989,
17.8547,20.6113,22.4492,18.7066,17.3563,16.214,17.0071,17.9104,13.5586,115.996,108.118,115.75,108.181,
17.8054,22.2753,17.7047,13.4848,17.222,15.9951,16.845,20.4976,18.5252,115.665,108.137,115.478,108.366,
16.7362,15.8099,18.4279,13.3862,17.0841,17.5531,17.5923,20.4159,22.0431,115.287,108.345,115.251,108.51,
17.4637,15.6159,18.3022,17.4673,16.9623,13.2871,16.5493,21.8847,20.3294,115.123,108.485,114.996,108.662,
21.7786,20.2726,15.3945,13.2035,17.2995,17.3019,18.1371,16.8094,16.3862,115.034,108.761,114.752,108.799,
15.2091,16.2862,13.1144,20.1732,17.1751,21.556,16.6785,17.111,17.976,114.579,108.714,114.47,108.945,
16.9913,13.0105,14.9535,20.0716,16.5442,17.848,16.075,17.0099,21.3377,114.266,108.952,114.224,109.064,
12.9248,16.4355,15.9595,19.9807,17.7197,14.7245,21.1769,16.8729,16.762,114.013,109.196,113.941,109.191,
16.6458,17.5696,16.7533,21.0006,12.7884,19.8538,15.7409,14.45,16.2171,113.947,109.237,113.658,109.307,
14.2937,15.6042,16.0954,17.3811,12.6712,19.7301,16.3958,16.5509,20.7311,113.386,109.247,113.337,109.427,
17.2277,14.0086,15.9212,20.5608,12.5448,15.3585,16.3816,16.1732,19.5775,113.268,109.349,113.014,109.535,
16.2529,17.0252,15.7405,16.0077,15.1696,19.4681,12.4117,20.2913,13.6681,112.882,109.663,112.754,109.613,
12.3422,15.0335,16.8674,15.8394,16.0821,13.4913,20.1098,19.3401,15.5381,112.684,109.556,112.455,109.694,
15.4314,15.6477,12.206,16.6707,19.9046,14.799,19.2088,15.8697,13.1787,112.363,109.842,112.15,109.766,
12.0947,14.6377,15.4344,16.4866,19.6799,15.217,15.7138,19.0699,12.9437,112.055,109.873,111.893,109.819,
15.6045,11.9808,18.9761,15.2428,14.4371,16.3042,15.0506,12.7308,19.4384,111.68,109.898,111.631,109.866,
16.1731,12.5571,14.9115,15.0452,11.8461,15.3942,18.8132,14.2141,19.1963,111.324,109.833,111.27,109.919,
14.0553,14.8249,18.6724,19.0053,14.6799,15.1806,15.8911,11.6796,12.1723,111.237,110.052,110.979,109.952,
15.0461,14.605,13.8198,15.7168,18.7432,11.9416,11.5531,14.4576,18.466,110.894,109.85,110.652,109.979,
13.6176,15.5237,11.441,18.3404,14.337,14.2722,18.457,14.7634,11.6131,110.497,110.106,110.332,109.994,
14.6278,13.3826,11.4225,11.295,18.2305,15.2707,14.0807,18.1401,14.0454,110.287,109.905,110.058,110,
11.1934,18.0406,18.0291,15.1029,14.4176,11.1455,13.8697,13.8673,13.1107,110.053,110.127,109.757,109.997,
17.8723,14.2388,12.9566,13.6672,10.8729,17.7207,13.6674,11.0019,14.8225,109.577,109.955,109.434,109.984,
17.5211,17.6783,14.667,13.4262,13.9951,13.471,10.5638,12.6509,10.8475,109.439,110.054,109.11,109.96,
13.2129,17.493,13.2828,12.4753,14.4197,10.2812,10.7218,17.1564,13.727,109.021,109.906,108.806,109.928,
12.2717,17.3076,14.2129,13.0587,16.9338,10.5842,9.98294,12.8837,13.5157,108.774,109.906,108.515,109.889,
17.1382,10.4773,12.029,12.8521,13.9756,13.3492,9.72272,16.6436,12.6499,108.323,110.007,108.255,109.847,
16.9702,13.8047,9.52321,13.1777,12.6526,11.7938,10.3202,12.4438,16.3775,108,109.881,107.96,109.79,
13.5813,16.7659,12.9647,12.2371,12.4304,11.5546,16.1315,9.11564,10.1316,107.956,109.907,107.578,109.702,
15.8671,8.8779,10.0122,11.265,11.9024,12.6467,13.2072,16.4478,12.0905,107.635,109.546,107.277,109.622,
13.0335,11.6754,11.9307,11.0096,16.2715,15.5021,12.3879,8.47903,9.80336,107.262,109.639,106.947,109.523,
10.7684,11.6718,12.1678,8.20202,9.66891,11.2978,15.1328,12.6467,15.9728,106.749,109.352,106.608,109.407,
7.90553,11.9123,9.51122,14.8666,10.4221,15.7515,11.3133,10.9537,12.327,106.439,109.19,106.225,109.26,
11.6093,7.50216,10.7075,14.4669,10.0744,9.28337,15.4663,12.0359,10.9965,106.21,109.114,105.937,109.137,
10.8582,11.8671,11.3446,9.15311,15.2768,10.401,7.12562,9.77848,14.1021,105.689,109.155,105.651,109.005,
11.1064,11.5882,9.57837,13.8738,15.0358,10.5427,10.0997,6.80079,8.9587,105.623,109.003,105.409,108.884,
9.3862,11.3744,14.867,6.60203,13.6145,10.338,8.83803,9.83979,10.7942,105.405,108.788,105.139,108.739,
14.6507,6.31813,9.63773,8.70672,9.06962,10.084,13.2726,10.5554,11.0043,104.964,108.635,104.87,108.584,
13.0566,9.86557,14.375,8.54229,5.94893,8.77088,9.28622,10.2916,10.7287,104.803,108.472,104.595,108.414,
14.1552,5.67132,9.58092,9.02061,10.4887,12.6369,10.0263,8.4504,8.33843,104.556,108.409,104.316,108.228,
10.2691,8.76069,8.23665,12.354,8.21192,5.27665,13.8107,9.73666,9.21547,104.343,108.1,104.035,108.026,
8.06202,9.52066,9.90874,8.38759,4.93668,7.87855,8.9578,13.5149,11.916,103.821,107.926,103.771,107.823,
8.77088,4.67631,9.2435,7.88859,9.61464,7.60903,8.06801,11.639,13.2619,103.652,107.681,103.57,107.658,
9.04354,4.41669,7.41147,8.51456,13.0918,7.74814,11.3926,9.34243,7.7982,103.443,107.647,103.373,107.489,
4.16217,8.79756,8.28641,7.14735,7.5846,7.61188,9.0981,12.822,11.0839,103.198,107.361,103.154,107.29,
10.9115,3.85803,8.03789,7.32408,8.50451,7.47353,6.85176,8.82439,12.5686,103.153,107.118,102.953,107.095,
8.29811,7.8,3.55914,6.62376,10.5678,7.33517,8.56747,12.3383,6.98397,102.847,107.038,102.76,106.898,
10.3646,6.41181,3.30491,8.03354,7.52929,12.1305,8.31714,6.72524,7.17703,102.767,106.813,102.538,106.658,
7.77752,7.08305,6.09748,11.879,9.98594,6.45723,7.2265,8.00701,2.91068,102.472,106.633,102.369,106.462,
9.77413,6.95863,7.81934,11.6463,5.82482,2.69498,6.99011,7.45509,6.15684,102.328,106.467,102.198,106.255,
6.00619,7.29035,5.60252,6.78925,11.3906,9.43837,2.42757,7.49166,6.78745,102.182,106.185,102.015,106.019,
6.54957,5.32731,6.99521,9.17155,2.18069,6.67428,5.62186,7.20746,11.0758,101.964,105.856,101.853,105.798,
5.07878,6.75402,1.96379,5.38967,6.98082,10.8633,6.22774,6.54042,8.83638,101.723,105.706,101.693,105.567,
6.46158,10.6599,4.78394,5.07594,6.4253,5.95298,8.55788,1.65665,6.60233,101.523,105.459,101.478,105.233,
4.44158,6.13195,6.2817,8.25673,1.4426,10.2453,5.61556,6.2862,4.65158,101.407,105.176,101.331,104.985,
10.0466,1.31129,4.14838,4.43873,6.04966,7.95125,5.3405,6.13121,5.74987,101.318,104.89,101.167,104.688,
5.7785,6.04262,1.19872,7.69178,3.80946,9.6767,5.50029,5.03007,4.01782,101.113,104.654,101.026,104.412,
5.28309,5.92465,9.41993,3.79642,7.40098,1.19437,3.48704,4.75831,5.36658,100.956,104.327,100.913,104.176,
3.30611,4.58428,1.24939,7.17883,3.51567,5.14024,4.95527,9.1014,5.79049,100.899,104.062,100.792,103.9,
5.73008,3.00392,6.93195,1.39613,4.2677,4.68126,4.82711,8.81555,3.15592,100.742,103.81,100.683,103.633,
4.47245,2.9639,4.02501,4.57723,5.61376,8.56222,1.60914,2.65136,6.63201,100.6,103.542,100.586,103.372,
3.80676,4.3404,2.4625,8.33303,2.65511,4.15422,1.81195,5.51873,6.422,100.508,103.31,100.496,103.111,
2.42142,2.19853,2.00546,8.05303,4.01002,3.87871,6.23134,3.45181,5.43449,100.479,103.035,100.414,102.848,
2.21337,3.78683,2.13137,3.25754,1.90068,6.04846,3.60605,7.7342,5.35999,100.398,102.748,100.332,102.554,
1.66969,7.52119,3.46605,2.97484,2.54344,5.29928,5.8443,1.76443,3.29697,100.318,102.477,100.268,102.298,
3.23056,1.41457,2.76394,1.56207,2.72556,3.08546,5.68616,5.23573,7.17358,100.246,102.162,100.21,102.04,
2.5319,2.95221,5.19555,5.5592,6.96298,1.28401,1.11373,3.08367,2.79287,100.207,101.931,100.159,101.779,
6.75942,2.28577,0.934003,5.14684,5.42265,1.04972,2.62693,2.55963,3.34838,100.146,101.69,100.117,101.524,
6.49335,2.42277,0.715605,0.843316,3.56423,5.10097,5.29239,2.28367,1.94655,100.121,101.46,100.074,101.215,
2.10155,0.532282,1.77147,3.84709,0.630464,6.12596,2.05673,5.06065,5.17427,100.052,101.138,100.044,100.942,
5.12495,5.04071,5.89197,4.12155,0.541125,0.469475,1.76758,1.48697,1.76098,100.033,100.869,100.023,100.681,
1.61528,4.34984,0.533031,0.575602,1.31429,1.53958,5.01718,5.0497,5.53897,100.015,100.552,100.008,100.39,
1.32313,5.01808,5.00548,4.67961,1.26752,0.773015,1.07371,5.24412,0.811988,100.001,100.274,100,100.07,
4.99994,5.02047,1.00685,5.00803,1.01839,0.970878,0.897279,5.00204,1.06486,99.9985,99.9973,100.002,99.7945,
5.23707,1.2251,5.00339,1.24849,0.812737,0.756676,0.740487,5.01778,4.64319,100.005,99.6704,100.013,99.4973,
5.04326,5.55171,1.5102,0.795199,1.54573,5.01838,4.37997,0.540526,0.576501,100.016,99.4229,100.03,99.2209,
0.845415,1.76218,0.468576,5.84011,4.14673,5.11236,5.03876,0.550569,1.83098,100.03,99.1403,100.054,98.9613,
0.969079,3.91739,0.60618,2.05313,0.509197,2.04818,5.19615,5.06769,6.17602,100.067,98.831,100.086,98.6916,
2.2405,0.633611,5.27305,1.16709,0.795199,2.34678,6.41661,5.10202,3.55854,100.09,98.5759,100.125,98.424,
0.966231,2.55753,3.37611,2.53235,1.37575,5.13799,0.890234,5.41725,6.73124,100.147,98.2672,100.179,98.1152,
2.81085,1.11778,3.04439,5.19345,1.32403,7.00525,5.58378,2.98279,1.70627,100.205,98.0143,100.246,97.7974,
1.86561,2.76858,5.25146,7.27386,1.60989,3.2538,1.46254,5.76591,3.22022,100.272,97.7078,100.314,97.5124,
5.31262,2.14921,3.52211,7.57695,1.91103,3.46455,5.95028,1.76997,2.385,100.357,97.3995,100.397,97.2095,
2.16885,3.71518,7.87255,5.40541,6.1456,2.03334,2.49068,2.12013,3.92069,100.45,97.0906,100.486,96.9196,
1.9554,2.25444,2.47853,6.35125,4.03446,4.17296,2.76019,8.2287,5.51378,100.5,96.803,100.594,96.6043,
6.5728,8.46449,4.46211,5.58588,4.34669,2.85792,2.64057,3.07872,1.60494,100.596,96.5268,100.699,96.3257,
3.08876,5.67192,2.87531,1.45145,3.31121,6.86615,4.81167,4.66732,8.83863,100.748,96.171,100.804,96.0707,
3.11215,5.01718,7.06071,5.774,9.04954,3.43097,4.9148,3.60126,1.27981,100.822,95.9905,100.916,95.8186,
5.85315,3.37656,1.21506,9.28697,3.80676,5.14894,5.34395,7.34626,3.73481,101,95.774,101.029,95.5821,
7.50261,3.63528,1.18073,4.0442,9.55499,5.59892,3.97989,5.42834,5.99315,101.038,95.4994,101.153,95.3386,
3.87377,7.75248,4.27489,5.6274,5.84655,6.08024,1.2311,4.25825,9.85643,101.164,95.1768,101.284,95.0979,
1.29945,4.51877,8.0196,6.10258,4.49209,5.90786,4.21313,6.19986,10.1081,101.295,94.9447,101.417,94.8687,
4.74886,6.10407,8.26603,10.2904,4.75411,4.45102,6.40162,6.30883,1.5099,101.434,94.8208,101.557,94.6406,
10.492,6.38273,1.63072,4.67077,6.37958,5.02452,8.56492,6.68087,5.11356,101.589,94.645,101.734,94.3727,
5.29329,10.8089,4.97296,6.93495,1.92152,6.70756,6.56036,8.91898,5.41875,101.859,94.3785,101.919,94.1096,
9.11504,2.15341,5.6313,11.1216,6.97977,5.31082,6.69691,5.67807,7.31688,101.952,93.9795,102.1,93.8692,
2.41168,5.54286,5.89062,7.25003,6.82433,5.97726,9.50627,11.4522,7.61308,102.225,93.6896,102.294,93.6274,
5.81088,11.6315,2.71942,7.81949,9.76094,6.96523,6.27496,7.56152,6.22654,102.303,93.6176,102.463,93.4277,
11.8536,2.9588,6.08189,7.07525,8.08091,6.51839,7.78696,10.0624,6.46652,102.519,93.427,102.641,93.229,
3.21378,7.97433,6.33716,12.1274,8.34038,7.2184,6.70336,6.82777,10.3676,102.82,93.1727,102.854,93.0043,
6.89058,10.5614,8.5997,6.62976,3.56468,8.29166,12.4243,7.10613,7.38269,102.868,92.9212,103.045,92.8149,
12.5788,8.48443,10.8457,8.86396,7.48747,3.84559,7.35241,6.93,7.23204,103.031,92.8641,103.263,92.6101,
9.10005,12.8475,7.13461,8.76548,11.1686,7.63826,7.63511,4.16577,7.48537,103.275,92.6449,103.464,92.4319,
11.3866,13.0751,4.38312,7.76403,9.42547,7.45269,7.73659,7.94585,9.11294,103.417,92.3118,103.768,92.1794,
11.7835,7.94495,9.74206,7.75908,4.80327,13.4524,8.27517,9.39759,8.08795,103.732,92.1348,104.018,91.9865,
8.48623,12.1101,13.6672,8.03219,8.11718,8.3098,5.13784,10.0775,9.67056,104.005,91.8947,104.24,91.8253,
10.2295,13.8699,8.75784,12.4012,5.37528,8.53704,8.3032,8.26918,9.9005,104.221,91.749,104.471,91.6676,
8.72426,8.37095,8.50646,10.5172,10.0882,12.7103,5.68616,14.1589,9.0951,104.62,91.6446,104.696,91.5224,
8.94686,12.917,9.26404,10.7486,8.52205,10.3184,5.94743,8.79681,14.3849,104.712,91.3516,104.945,91.3715,
10.9729,14.5332,8.65831,10.5436,9.01926,6.23119,13.2778,9.27768,9.6085,105.095,91.4433,105.183,91.2366,
9.43087,9.22371,6.47627,9.80666,10.7885,11.2771,8.83488,13.586,14.837,105.337,91.0508,105.479,91.0804,
9.49503,11.5053,13.8167,8.96754,10.1057,15.0323,6.84666,9.78253,11.091,105.486,90.9765,105.723,90.961,
11.7118,9.73486,7.05861,14.0904,9.96915,9.11609,10.3704,11.2977,15.2626,105.768,90.8098,105.984,90.8419,
7.30444,11.9653,10.1733,14.3566,11.4894,15.4381,10.6222,9.27288,10.0624,105.968,90.8439,106.258,90.7264,
14.6152,12.2215,11.7121,10.8558,7.66749,15.6603,10.2884,10.4833,9.43417,106.26,90.695,106.539,90.618,
11.0692,12.4711,9.54314,15.877,14.9893,8.00746,10.7447,12.0319,10.6029,106.604,90.685,106.917,90.4871,
10.7835,15.2782,11.4314,8.31564,10.9932,16.1353,9.75225,12.2873,12.8578,106.969,90.3415,107.164,90.4104,
11.1661,13.0027,11.6649,8.5895,15.5816,12.4913,11.0898,9.90589,16.3675,107.229,90.2443,107.484,90.3218,
16.4889,11.9181,13.2615,8.8827,11.4525,15.8745,11.3239,12.732,10.0534,107.501,90.3435,107.737,90.2594,
16.6752,16.0851,13.4826,12.1765,10.1637,11.6865,11.5537,9.21037,12.9639,107.711,90.2317,108.063,90.1894,
11.7361,13.7182,12.4291,9.45545,16.9167,11.9229,10.3296,13.1732,16.4595,108.279,90.1516,108.329,90.1406,
12.0692,11.9508,10.4289,16.6341,12.6641,9.72617,13.3517,17.1059,13.9895,108.453,90.0134,108.59,90.1,
12.1398,13.4881,12.281,16.8638,10.5638,14.152,12.8938,9.99208,17.2743,108.657,89.9975,108.844,90.067,
